name,genre,studio,country,duration,age_limit,release,rental_duration,rating
"Blithe Spirit","Comedy","Studio Canal","United Kingdom",95,12,2020,23,5.4
"Lady Driver","Adventure","ESX Entertainment","USA",104,12,2020,13,5.8
"The French Dispatch","Comedy","20th Century Fox","Germany",108,16,2021,34,7.5
"WOMAN","Documentary","Columbia Pictures","France",105,16,2019,1,7.8
"THE EARTH IS BLUE AS AN ORANGE","Drama","Moonmakers","Ukraine",74,12,2020,13,7.5
"Der Trafikant","Historical","Vanishing Angle","Austria",117,16,2018,13,6.5
"Arkansas","Crime","Lion's Gate Films","USA",100,16,2020,20,6.0
"THE SUICIDE SQUAD","Adventure","Warner Brothers Pictures","USA",132,18,2021,49,7.3
"Schemers","Comedy","Schemers Film","United Kingdom",91,16,2019,13,5.4
"Druk","Comedy","Zentropa Entertainments","Denmark",117,16,2020,6,7.8
"The Nest","Thriller","BBC Films","United Kingdom",107,16,2020,20,6.3
"La Daronne","Crime","Canal+","France",106,12,2020,20,6.2
"Elleville Elfrid","Animation","Studio 100 Films","Norway",80,0,2020,20,4.9
"Banksy","Documentary","Inspiring Films","USA",112,12,2020,3,7.0
"2067","Fantasy","Arcadia","Australia",107,12,2020,20,4.9
"I Used to Go Here","Comedy","BondIt Media Capital","USA",88,12,2020,13,5.6
"My Neighbor Totoro","Documentary","Ghibli","Japan",86,0,2020,27,8.2
"Sea Fever","Fantasy","Frakas Productions","USA",95,16,2020,6,5.8
"The Dawn","Drama","Jaguar Cinema","USA",90,16,2020,6,4.0
"A Nice Girl Like You","Comedy","Vertical Entertainment","USA",95,16,2020,6,5.2
"The Child Remains","Detective","Bron Studios","Canada",107,18,2017,6,4.5
"Die Wolf-Gäng","Adventure","Warner Brothers Pictures","Germany",97,0,2020,6,4.8
"Miseuteo Ju sarajin VIP","Comedy","Barunson E&A","South Korea",113,0,2020,6,5.7
"Unheimlich perfekte Freunde","Adventure","Bayerischer Rundfunk","Germany",90,0,2020,47,6.3
"Ricchi di fantasia","Comedy","Rai Cinema","Italy",105,12,2020,27,5.9
"The Croods A New Age","Adventure","DreamWorks Animation","USA",110,0,2020,6,7.0
"We Summon the Darkness","Horrors","Thefyzz","USA",91,16,2020,13,5.2
"SPACE JAM A NEW LEGACY","Adventure","Warner Brothers Pictures","USA",116,0,2021,48,4.4
"Follow Me","Horrors","Escape Productions","USA",92,18,2020,20,5.4
"CAPONE","Biographical","Bron","USA",103,16,2020,20,4.7
"FREAKY","Horrors","Universal Pictures","USA",110,16,2020,27,6.4
"The Comeback Trail","Comedy","Ingenious Media","USA",103,16,2020,28,5.6
"The Red Shoes","Ballet","20th Century Fox","United Kingdom",97,16,2020,28,7.7
"Frida Kahlo","Documentary","BBC Films","United Kingdom",90,12,2021,27,7.2
"BAD ROADS","Drama","Kristi Films","Ukraine",124,18,2020,20,7.0
"Uncle Vanya","Performance","Fabrique","United Kingdom",155,16,2020,13,7.6
"Ooops! The Adventure Continues","Animation","Entertainment One","Ireland",86,0,2020,34,5.9
"No Man's Land","Performance","Fabrique","United Kingdom",155,16,2016,20,8.1
"The Doorman","Action","Vertigo Média","USA",93,16,2020,13,4.6
"Le bonheur des uns...","Comedy","Artémis Productions","France",104,12,2020,13,6.1
"Fatman","Comedy","Ingenious Media","USA",100,16,2020,2,5.9
"Été 85","Drama","Canal+","France",100,18,2020,6,6.9
"Alles is zoals het zou moeten zijn","Comedy","Interstellar pictures","Netherlands",108,16,2020,20,5.7
"THE CRAFT LEGACY","Thriller","Columbia Pictures","USA",95,12,2020,20,4.4
"THE WITCHES","Fantasy","Warner Brothers Pictures","USA",109,12,2020,41,5.3
"The Tax Collector","Action","Cross Creek Pictures","USA",95,18,2020,13,4.8
"The Wretched","Horrors","IFC Films","USA",95,16,2019,20,5.8
"Synchronic","Drama","XYZ Films","USA",101,16,2019,19,6.2
"The Stand-In","Comedy","Ingenious Media","USA",101,16,2020,13,4.7
"Harry Potter and the Sorcerer's Stone","Adventure","Warner Brothers Pictures","USA",152,0,2001,6,7.6
"Harry Potter and the Chamber of Secrets","Adventure","Warner Brothers Pictures","USA",161,0,2020,6,7.4
"War Horse","Performance","Fabrique","United Kingdom",165,12,2014,20,7.2
"Metallica Quebec Magnetic","Documentary","Warner Brothers Pictures","Germany",135,16,2012,6,8.4
"Dreamland","Drama","Automatik Entertainment","USA",98,16,2020,13,5.8
"THE CALL","Horrors","Voltage Pictures","USA",97,16,2020,13,4.2
"Le discours","Comedy","Canal+","France",87,12,2021,6,6.4
"AINBO Spirit of the Amazon","Adventure","Cinema Management Group","Peru",84,0,2020,20,4.7
"Harry Potter and the Half-Blood Prince","Adventure","Warner Brothers Pictures","USA",153,0,2009,13,7.6
"Harry Potter and the Deathly Hallows Part 1","Adventure","Warner Brothers Pictures","USA",146,16,2010,6,7.7
"Harry Potter and the Deathly Hallows Part 2","Adventure","Warner Brothers Pictures","USA",130,16,2011,6,8.1
"Awoken","Detective","Paramount Pictures","Australia",95,16,2019,6,5.2
"Mortal Kombat","Fantasy","Warner Brothers Pictures","USA",100,18,2020,38,6.1
"The Little Things","Thriller","Warner Brothers Pictures","USA",127,16,2020,27,6.3
"Reminiscence","Fantasy","Warner Brothers Pictures","USA",116,16,2020,27,5.9
"Shang-Chi and the Legend of the Ten Rings","Action","Walt Disney Pictures","USA",133,12,2021,71,7.6
"The Murder of Nicole Brown Simpson","Crime","Sky Cinema","USA",82,16,2019,13,2.2
"OUR FRIEND","Drama","Black Bear Pictures","USA",124,16,2019,13,7.3
"Yung Lean In My Head","Documentary","Roy Andersson Filmproduktion AB","Sweden",120,18,2020,20,7.3
"Beyond the Sky","Detective","RLJE Films","USA",82,12,2018,13,5.2
"SONGBIRD","Drama","STX Entertainment","USA",84,16,2020,13,4.7
"THE HOBBIT THE DESOLATION OF SMAUG","Fantasy","Warner Brothers Pictures","USA",161,16,2013,6,7.8
"THE HOBBIT THE BATTLE OF THE FIVE ARMIES","Adventure","Warner Brothers Pictures","USA",144,16,2014,6,7.4
"THE LORD OF THE RINGS THE FELLOWSHIP OF THE RING","Adventure","Warner Brothers Pictures","USA",178,0,2001,27,8.8
"THE LORD OF THE RINGS THE TWO TOWERS","Adventure","Warner Brothers Pictures","USA",179,0,2002,6,8.7
"THE LORD OF THE RINGS THE RETURN OF THE KING","Adventure","Warner Brothers Pictures","USA",201,0,2003,6,8.9
"Il primo Natale","Comedy","Medusa Produzione Sciarlò","Italy",100,12,2019,7,5.3
"Playhouse","Horrors","Picture Twelve","United Kingdom",86,16,2020,6,3.6
"THE HOBBIT AN UNEXPECTED JOURNEY","Adventure","Warner Brothers Pictures","USA",169,12,2012,6,7.8
"Die Känguru-Chroniken","Comedy","Zweites Deutsches Fernsehen","Germany",92,12,2020,27,5.3
"STARDUST","Biographical","IFC Films","United Kingdom",109,16,2020,6,4.3
"Gates of Darkness","Horrors","In Extremis","USA",91,18,2020,6,4.0
"Dark Encounter","Detective","Escape Productions","United Kingdom",97,16,2020,6,5.3
"Redemption Day","Action","Voltage Pictures","USA",99,16,2021,6,6.0
"Grand Isle","Action","Saturn Films","USA",100,16,2020,20,4.6
"Daughter of the Wolf","Action","Vertical Entertainment","Canada",88,16,2019,27,4.7
"Faunutland and the Lost Magic","Adventure","Roy Andersson Filmproduktion AB","Sweden",85,0,2020,1,4.3
"Vier zauberhafte Schwestern","Adventure","Dor Film Produktionsgesellschaft","Germany",97,0,2020,6,4.9
"The Birdcatcher","Drama","Motion Picture Capital","Norway",100,16,2019,6,5.7
"NOBODY","Crime","Universal Pictures","USA",92,16,2020,62,7.4
"Adieu les cons","Comedy","Gaumont Film Company","France",87,16,2020,7,6.8
"A Christmas Gift from Bob","Family","Lion's Gate Films","United Kingdom",92,0,2020,23,6.4
"Villetta con ospiti","Thriller","Lion's Gate Films","Italy",88,16,2021,6,5.8
"LET IT SNOW","Thriller","Universal Pictures","Ukraine",87,16,2020,20,4.4
"Extinct","Adventure","China Film (Shanghai) International Media Co.","USA",85,0,2021,34,5.4
"Wrath of Man","Thriller","Lion's Gate Films","USA",120,16,2021,88,7.1
"Breaking News in Yuba County","Comedy","Universal Pictures","USA",100,16,2021,13,5.7
"THE MARKSMAN","Thriller","Voltage Pictures","USA",120,16,2021,20,5.6
"Gunpowder Milkshake","Comedy","Studio Canal","USA",114,16,2021,20,6.1
"I Care a Lot","Crime","Black Bear Pictures","United Kingdom",118,16,2020,27,6.3
"Distorted","Crime","Bron Studios","Canada",86,16,2018,9,4.6
"FATALE","Detective","Lion's Gate Films","USA",102,16,2021,13,5.4
"Majo no takkyûbin","Animation","Ghibli","Japan",103,0,1989,6,7.9
"Wrong Turn The Foundation","Horrors","Constantin Film","USA",109,18,2021,6,5.5
"Music","Drama","Vertical Entertainment","USA",107,12,2021,13,3.1
"Money Plane","Action","Taylor & Dodge Entertainment","USA",82,16,2020,27,3.2
"Queen Marie of Romania","Drama","Thefyzz","Romania",100,16,2019,20,7.4
"Changeland","Adventure","Living Films","USA",86,16,2019,13,5.7
"Irréversible - Inversion Intégrale","Thriller","Studio Canal","France",86,18,2020,3,7.4
"Useless Humans","Comedy","Paramount Pictures","USA",77,16,2021,13,4.7
"Hurricane","Drama","Head Gear Films","United Kingdom",107,16,2019,6,5.9
"Sweat","Melodrama","Film i Väst","Poland",106,16,2020,6,6.6
"I vitelloni","Comedy","Riama film","Italy",110,12,2021,6,7.9
"The 100 Candles Game","Horrors","Huhu Studios","New Zealand",100,16,2020,13,4.7
"Revolting Rhymes","Animation","Imagine Entertainment","United Kingdom",60,0,2016,13,7.9
"Andra sidan","Horrors","Breidablick Film AB","Sweden",87,16,2021,13,5.3
"House of Cardin","Documentary","Utopia","USA",95,0,2019,3,7.4
"What Lies Below","Horrors","XYZ Films","USA",87,16,2020,6,4.3
"HOST","Horrors","Vertigo Média","United Kingdom",57,16,2021,13,6.5
"Retfærdighedens ryttere","Comedy","Zentropa Entertainments","Denmark",116,16,2020,13,7.6
"Padrenostro","Melodrama","Lion's Gate Films","Italy",120,16,2021,6,5.9
"Władcy przygód. Stąd do Oblivio","Adventure","Film i Väst","Poland",101,0,2019,27,5.6
"Gott","Comedy","Voltage Pictures","Germany",98,12,2021,20,5.3
"Radioactive","Biographical","Amazon Studios","United Kingdom",109,12,2019,6,6.3
"The Mauritanian","Drama","STX Entertainment","United Kingdom",129,16,2021,34,7.5
"National Theatre Live A View from the Bridge","Performance","Ghibli","United Kingdom",132,16,2015,13,8.5
"Boss Level","Fantasy","TheFyzz","USA",100,18,2021,20,6.8
"Billie Eilish The World's a Little Blurry","Documentary","Interscope Films","USA",140,18,2021,1,7.8
"The Courier/Ironbark","Thriller","42","United Kingdom",111,12,2021,55,7.2
"Skylin3s","Fantasy","XYZ Films","United Kingdom",113,12,2020,13,4.7
"Women","Horrors","20th Century Fox","USA",92,16,2020,6,4.4
"IN THE MOOD FOR LOVE (花樣年華)","Melodrama","Paradis Films","Hong Kong",98,16,2000,6,8.1
"Run","Thriller","Lion's Gate Films","USA",109,16,2021,6,6.4
"Four Kids and It","Adventure","Kinology","United Kingdom",100,0,2020,20,5.1
"IT'S FOR YOUR OWN GOOD","Comedy","The Post Republic","Germany",91,12,2021,20,5.4
"NIGHTMARE CINEMA","Horrors","Good Films Collective","USA",119,18,2021,13,5.5
"COSMIC SIN","Action","BondIt Media Capital","USA",88,16,2021,13,2.5
"OSS 117 Alerte rouge en Afrique noire","Comedy","Gaumont Film Company","France",117,16,2021,6,6.1
"CRISIS","Thriller","Green Ray Films","Canada",118,16,2021,13,6.2
"Silk Road","Crime","Lion's Gate Films","USA",110,16,2020,13,6.0
"My Salinger Year","Comedy","Bron Studios","Canada",101,12,2021,13,6.4
"La voce della luna","Comedy","Riama film","Italy",120,12,1990,6,6.3
"WAY DOWN","Action","TF1","Spain",118,16,2021,20,6.4
"Old","Thriller","Universal Pictures","USA",108,16,2021,34,5.8
"Be Natural The Untold Story of Alice Guy-Blaché","Documentary","Artémis Productions","USA",102,16,2018,6,7.7
"Easter in Art","Documentary","7 Art Productions","United Kingdom",86,12,2020,20,7.7
"The Academy of Magic","Adventure","Gold Valley Films","USA",86,0,2021,20,3.5
"LUCA","Adventure","Pixar Animation Studios","USA",95,0,2021,13,7.5
"RON'S GONE WRONG","Adventure","20th Century Fox","USA",107,0,2021,41,7.2
"Land","Drama","Big Indie Pictures","USA",89,12,2021,13,6.6
"Let Him Go","Thriller","Universal Pictures","USA",114,16,2021,13,6.7
"Nomadland","Drama","Marvel Studios","USA",108,16,2021,27,7.4
"CHICK FIGHT","Action","Aqute Media","USA",97,16,2021,13,4.7
"Little Women","Melodrama","Columbia Pictures","USA",135,0,2019,27,7.8
"Carol","Drama","Film4","United Kingdom",118,16,2015,27,7.3
"La leggenda del pianista sull'oceano","Melodrama","Medusa Produzione Sciarlò","Italy",120,0,1998,6,8.1
"Maya the Bee 3 The Golden Orb","Adventure","Paramount Pictures","Australia",88,0,2021,13,5.9
"The Father","Drama","Film4","United Kingdom",97,12,2021,27,8.3
"Love","Comedy","Marro Films","USA",96,12,2020,6,5.0
"Anything for Jackson","Horrors","Vortex Productions","Canada",97,16,2020,6,6.3
"SEVENTH DAY","Horrors","Buffalo 8 Productions","USA",87,16,2020,27,4.5
"Dveselu putenis","Drama","Kultfilma","Latvia",123,12,2019,6,7.5
"Minari","Drama","Plan B Entertainment","USA",115,12,2021,20,7.5
"MINAMATA","Drama","Head Gear Films","USA",115,16,2020,13,7.7
"Adventures of Rufus The Fantastic Pet","Adventure","Lion's Gate Films","USA",85,0,2020,6,4.2
"The Devil Below","Horrors","Vertical Entertainment","USA",97,16,2021,13,4.2
"THE UNHOLY","Horrors","Sony Pictures Entertainment","USA",100,16,2021,20,5.1
"Ammonite","Drama","Sony Pictures Entertainment","United Kingdom",120,16,2020,13,6.5
"Godzilla vs. Kong","Adventure","Warner Brothers Pictures","USA",113,16,2021,13,6.4
"Mortal Kombat","Fantasy","Warner Brothers Pictures","USA",100,18,2021,6,5.8
"Chaos Walking","Adventure","Lion's Gate Films","USA",109,12,2021,13,5.8
"Voyagers","Adventure","AGC Studios","USA",108,16,2021,13,5.4
"Sound of Metal","Drama","Amazon Studios","USA",120,18,2019,6,7.8
"Mulholland drive","Thriller","Universal Pictures","USA",147,18,2001,3,7.9
"Spirit Untamed","Adventure","Universal Pictures","USA",88,0,2021,32,5.4
"UN DIVAN À TUNIS","Comedy","Bac Films","Tunisia",88,16,2021,6,6.2
"LES HIRONDELLES DE KABOUL","Drama","Les Productions du Trésor","France",81,16,2019,13,7.4
"PAPICHA","Drama","Ciné","France",108,16,2021,27,7.0
"LES CHATOUILLES","Drama","France 3 Cinéma","France",103,16,2018,13,7.1
"THOSE WHO WISH ME DEAD","Thriller","Warner Brothers Pictures","USA",100,16,2021,20,6.0
"La leggenda del pianista sull'oceano","Melodrama","Medusa Produzione Sciarlò",Italy,120,0,1998,20,8.1
"American Fighter","Biographical","ESX Entertainment","USA",98,16,2021,6,5.2
"Monsters of Man","Fantasy","Paramount Pictures","Australia",131,16,2020,13,5.4
"The Box/Deo bakseu","Drama","Barunson E&A","South Korea",94,0,2021,1,7.9
"ROCK DOG 2","Animation","Splash Entertainment","USA",91,0,2021,13,5.2
"Le Tintoret et la nouvelle Venise","Documentary","Warner Brothers Pictures","Germany",86,12,2019,13,6.4
"TILL DEATH","Thriller","Millennium Films","USA",88,18,2021,13,5.9
"The Addams Family 2","Adventure","Universal Pictures","USA",93,0,2021,48,5.4
"Antlers","Fantasy","Searchlight","USA",100,18,2021,13,6.3
"The Eternals","Action","Marvel Studios","USA",158,12,2021,13,6.8
"House of Gucci","Crime","Universal Pictures","USA",157,16,2021,27,7.0
"Sunflowers","Documentary","Good Films Collective","United Kingdom",85,12,2021,6,6.7
"69 The Saga of Danny Hernandez","Documentary","Huhu Studios","USA",101,18,2020,1,5.4
"Gake no ue no Ponyo","Animation","Ghibli","Japan",101,0,2008,6,7.7
"Tenkû no shiro Rapyuta","Animation","Studio Ghibli","Japan",125,0,1986,6,8.0
"Die in a Gunfight","Drama","Lion's Gate Films","USA",96,16,2021,13,4.4
"The Father","Thriller","Film4","France",97,12,2021,1,8.3
"Those Who Wish Me Dead","Thriller","Warner Brothers Pictures","USA",100,16,2021,13,6.0
"One Flew Over the Cuckoo's Nest","Drama","Fantasy Films","USA",133,16,1975,6,8.7
"La bonne épouse","Comedy","France 3 Cinéma","France",108,12,2021,6,5.8
"POLY","Adventure","France 3 Cinéma","France",102,0,2021,6,5.6
"CHUNGKING EXPRESS","Comedy","Paradis Films","Hong Kong",103,16,1994,8,8.1
"Gunda","Documentary","Maipo Film","Norway",93,0,2021,6,7.3
"Long Story Short","Romance","Paramount Pictures","Australia",90,12,2021,13,6.5
"Śniegu już nigdy nie będzie","Comedy","Film i Väst","Poland",113,16,2021,6,6.4
"30 jours max","Comedy","M6 Films","France",87,16,2021,6,5.1
"Endangered Species","Thriller","Lion's Gate Films","Kenya",101,16,2021,6,4.5
"THE FOREVER PURGE","Thriller","Universal Pictures","USA",103,16,2021,27,5.4
"Run with the Hunted","Drama","BondIt Media Capital","USA",93,16,2021,6,5.1
"Best Sellers","Comedy","Foresight","USA",100,16,2021,13,6.1
"Marco Effekten","Crime","Nordisk Film Production","Germany",125,16,2021,6,5.2
"Meander","Fantasy","Fulltime Studio","France",90,16,2021,6,5.7
"Bad Luck Banging Or Loony Porn","Comedy","Endorfilm","Czech",106,18,2021,13,6.7
"Aya To Majo / Earwig And The Witch","Animation","Studio Ghibli","Japan",82,0,2021,6,4.8
"THE ASSET","Action","Arthur Sarkissian Productions","USA",109,16,2021,20,6.1
"My Rembrandt","Documentary","Interstellar pictures","Netherlands",95,12,2019,6,6.3
"The Ice Road","Action","CODE Entertainment","USA",103,16,2021,20,5.6
"Qu’est-ce qu’on a encore fait au bon Dieu?","Comedy","TF1","France",99,12,2021,6,6.1
"Le dernier voyage","Adventure","Kinology","France",87,12,2021,13,5.5
"Cruella","Comedy","Walt Disney Pictures","USA",133,12,2021,6,7.4
"Demonic","Horrors","AGC Studios","Canada",104,16,2021,13,4.2
"Knutsen & Ludvigsen 2 - Det store dyret","Adventure","Qvisten Animation","Norway",78,0,2021,20,6.3
"Last Night in Soho","Thriller","Universal Pictures","USA",117,16,2021,27,7.3
"Flashback","Drama","Resolute Films","Canada",97,16,2021,6,5.4
"Luca","Adventure","Pixar Animation Studios","USA",100,0,2021,13,7.5
"The Conjuring The Devil Made Me Do It","Horrors","Warner Brothers Pictures","USA",112,16,2021,27,6.3
"In the Heights","Musical","Warner Brothers Pictures","USA",143,12,2021,27,7.4
"Peter Rabbit 2 The Runaway","Adventure","Sony Pictures Entertainment","Australia",85,0,2021,1,6.2
"Fast & Furious 9","Adventure","Universal Pictures","USA",145,12,2021,20,5.2
"A Quiet Place Part II","Thriller","Paramount Pictures","USA",97,16,2021,20,7.3
"Bloody Hell","Comedy","Paramount Pictures","Australia",93,16,2021,6,6.6
"PAW Patrol The Movie","Adventure","Paramount Pictures","USA",88,0,2021,20,6.2
"Faraway Eyes","Comedy","Dayenu Films","USA",118,16,2021,6,4.9
"Lansky","Crime","120dB Films","USA",119,16,2021,6,6.3
"Ich bin dein Mensch","Romance","Letterbox Filmproduktion","Germany",108,12,2021,13,7.1
"DON’T BREATHE 2","Thriller","Sony Pictures Entertainment","USA",120,18,2021,20,6.1
"Black Widow","Thriller","Marvel Studios","USA",133,16,2021,13,6.7
"SPACE JAM A NEW LEGACY","Adventure","Warner Brothers Pictures","USA",116,0,2021,20,4.4
"Kung Fu Mulan","Adventure","Gold Valley Films","China",100,0,2021,13,4.2
"Queenpins","Comedy","Red Hour Films","USA",110,16,2021,19,6.3
"Copshop","Action","STX Entertainment","USA",107,16,2021,13,6.2
"Initiation","Action","XYZ Films","USA",96,18,2021,6,5.1
"H Is for Happiness","Adventure","Paramount Pictures","Australia",102,0,2021,20,6.6
"Juega Conmigo","Horrors","Lemon Studios","Mexico",80,12,2021,6,5.0
"Queen of Spades","Horrors","Bron Studios","Canada",92,16,2021,13,3.7
"Boonie Bears The Wild Life","Adventure","Lion's Gate Films","China",99,0,2021,6,5.4
"La Pianiste","Drama","Arte France Cinéma","France",130,18,2001,27,7.5
"The Unlit","Horrors","Head Gear Films","Australia",100,18,2021,6,4.3
"Passion simple","Melodrama","Les Films Pelléas","Belgium",97,18,2021,6,5.4
"Jolt","Action","Millennium Films","USA",90,16,2021,6,5.6
"Around the World","Adventure","Studio Canal","France",82,0,2021,41,4.9
"Smelliville","Animation","Zweites Deutsches Fernsehen","Germany",85,0,2021,7,4.9
"Midnight in the Switchgrass","Thriller","BondIt Media Capital","USA",99,16,2021,6,4.4
"National Theatre Live Skylight","Performance","Anima Estudios","United Kingdom",150,16,2014,27,8.4
"Jungle Cruise","Adventure","Walt Disney Pictures","USA",128,16,2021,1,6.6
"Free Guy","Action","20th Century Fox","USA",115,12,2021,47,7.2
"Gaia","Fantasy","Kinology","South Africa",96,18,2021,6,5.5
"Yakari","Adventure","Les Films Pelléas","Belgium",82,0,2021,13,6.6
"Les parapluies de Cherbourg","Melodrama","20th Century Fox","France",91,0,1964,20,7.8
"Annette","Melodrama","Arte France Cinéma","France",139,16,2021,6,6.4
"Cryptozoo","Animation","Magnolia Pictures","USA",95,16,2021,6,6.5
"Resident Evil Welcome to Raccoon City","Adventure","Sony Pictures Entertainment","USA",117,16,2021,27,5.6
"Benedetta","Biographical","Pathé","France",131,18,2021,6,6.6
"The Suicide Squad","Fantasy","Warner Brothers Pictures","USA",132,18,2021,20,7.3
"Titane","Drama","Canal+","France",108,18,2021,6,6.7
"The Man Who Sold His Skin","Drama","Bac Films","Tunisia",104,16,2021,6,7.0
"A Taste of Hunger","Romance","Zentropa Entertainments","Sweden",104,16,2021,6,6.6
"Moonbound","Adventure","Warner Brothers Pictures","Germany",85,0,2021,27,4.9
"La double vie de Véronique","Detective","Canal+","France",98,16,1991,13,7.8
"No Man of God","Crime","RLJE Films","USA",100,16,2021,6,6.4
"Dear Evan Hansen","Drama","Universal Pictures","USA",131,12,2021,27,6.1
"Reset","Documentary","Les Films Pelléas","France",85,12,2021,1,6.7
"The Green Knight","Fantasy","Bron Studios","USA",130,16,2021,6,6.6
"REMINISCENCE","Fantasy","Warner Brothers Pictures","USA",116,16,2021,6,5.9
"Blindsided","Action","Inspiring Films","USA",92,16,2021,6,3.2
"Hero Mode","Adventure","Blue Fox Entertainment","USA",88,12,2021,6,4.9
"Dead in the Water","Thriller","Lion's Gate Films","USA",92,16,2021,27,4.2
"Archenemy","Action","Head Gear Films","USA",90,16,2021,27,5.0
"Triggered","Thriller","Fabrique","South Africa",94,18,2021,6,5.5
"The Card Counter","Action","Focus Features","United Kingdom",109,16,2021,13,6.2
"La haine","Drama","Canal+","France",98,16,1995,6,8.1
"All About Sex","Comedy","Salt & Light Films","USA",104,18,2021,6,4.2
"Nebenan","Adventure","Warner Brothers Pictures","USA",91,12,2021,6,7.1
"The Colony","Fantasy","Warner Brothers Pictures","Germany",104,16,2021,27,5.4
"Haut Couture","Comedy","Les Films Pelléas","France",95,12,2021,27,6.5
"Cambio tutto","Comedy","Medusa Produzione Sciarlò","Italy",90,16,2021,6,5.9
"Dating & New York","Comedy","IFC Films","USA",91,12,2021,6,5.1
"Josee to Tora to Sakana-tachi","Animation","Paramount Pictures","Japan",99,12,2021,13,7.8
"Le sens de la famille","Comedy","Gaumont Film Company","France",92,16,2021,6,6.0
"Pourris gâtés","Adventure","Canal+","France",95,12,2021,27,5.9
"Dune","Adventure","Warner Brothers Pictures","USA",155,12,2021,6,8.2
"ABBA The Movie","Comedy","Roy Andersson Filmproduktion AB","Sweden",95,12,1977,6,6.4
"Prisoners of the Ghostland","Action","XYZ Films","USA",100,16,2021,20,4.2
"Shutter Island","Detective","Paramount Pictures","USA",138,16,2010,6,8.2
"Jim Knopf und die Wilde 13","Adventure","Warner Brothers Pictures","Germany",110,0,2021,6,6.3
"I mysi patrí do nebe","Adventure","Silver Screen","Czech",80,0,2021,13,7.6
"Lamb","Mysticism","Film i Väst","Poland",106,16,2021,6,6.3
"Cloud Atlas","Detective","Warner Brothers Pictures","USA",172,16,2012,6,7.4
"Madres paralelas","Drama","El Deseo S.A.","Spain",120,16,2021,20,7.0
"Memoria","Drama","STX Entertainment","Colombia",136,12,2021,2,7.0
"Shutter Island","Detective","Paramount Pictures","USA",138,16,2010,6,8.2
"The Last Duel","Drama","20th Century Fox","United Kingdom",153,16,2021,6,7.6
"I","Drama","BBC Films","United Kingdom",100,12,2016,6,7.9
"Schachnovelle","Drama","Studio Canal","Germany",110,16,2021,6,7.3
"Enfant Terrible","Biographical","Warner Brothers Pictures","Germany",134,16,2020,13,6.0
"Cleo","Comedy","Warner Brothers Pictures","Germany",99,16,2019,27,6.6
"Ökozid","Comedy","Warner Brothers Pictures","Germany",90,16,2020,6,5.0
"The Electrical Life of Louis Wain","Biographical","Film4","United Kingdom",111,12,2021,5,6.8
"La dolce vita","Drama","Riama film","Italy",176,0,1960,25,8.0
"A Nightmare on Elm Street","Horrors","New Line Cinema","USA",92,18,1984,13,7.5
"Venom Let There Be Carnage","Action","Sony Pictures Entertainment","USA",98,16,2021,13,6.1
"No Time to Die","Adventure","Universal Pictures","United Kingdom",163,12,2021,26,7.4
"Blow-Up","Drama","Metro-Goldwyn-Mayer","United Kingdom",111,16,1966,13,7.6
"My Son","Crime","Canal+","United Kingdom",95,16,2021,6,6.0
"The Savior for Sale","Documentary","Ciné","France",97,12,2021,13,7.6
"Schachnovelle","Historical","Studio Canal","Germany",110,16,2021,27,7.3
"The French Dispatch","Comedy","20th Century Fox","USA",103,16,2021,13,7.5
"The Electrical Life of Louis Wain","Biographical","Film4","United Kingdom",111,12,2021,6,6.8
"Dead Man","Western","Miramax Films","USA",121,16,1995,6,7.6
"Cloud Atlas","Fantasy","Warner Brothers Pictures","Germany",172,16,2021,6,7.4
"Encanto","Adventure","Walt Disney Pictures","USA",110,0,2021,3,7.7
